zcta,POVPIP,has_pap,has_ssip,has_hins4,has_snap,American Indian and Alaska Native,Asian,Black or African American,Native Hawaiian,Pacific Islander,White,Hispanic or Latino,Veteran,Elderly,DIS,English less than very well,WGTP
57717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,43,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
57717,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,76,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
57717,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,94,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
57717,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,97,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
57717,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57717,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,139,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
57717,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,140,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,148,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,151,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,163,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,163,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
57717,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,167,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,168,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
